Total_Children,Available_Caregivers,Shelter_Capacity,Emergency_Cases,Average_Stay_Days,Budget,Region,Age_Group,Care_Load
202,73,333,17,31,265863,East,Teen,Medium
114,58,281,4,134,435537,West,Child,Low
27,58,333,26,89,428449,East,Child,Low
203,32,141,5,64,286381,South,Teen,Medium
214,60,35,31,116,308469,South,Child,Medium
214,73,220,7,90,170759,East,Teen,Low
174,62,308,38,134,120148,West,Child,Medium
112,79,42,20,149,496125,North,Teen,Low
179,46,332,17,87,494400,East,Child,Medium
80,42,73,13,108,158169,East,Teen,Low
141,72,134,14,92,81528,West,Teen,Low
70,57,189,25,24,453499,North,Child,Low
296,37,183,31,130,448169,East,Teen,High
24,75,271,38,102,175728,North,Teen,Low
111,60,210,27,164,136234,North,Teen,Low
189,76,43,38,55,234887,South,Child,Medium
41,55,209,31,92,371265,West,Teen,Low
20,78,321,12,174,220891,East,Teen,Low
152,47,293,14,67,291921,East,Teen,Low
252,19,197,17,93,334160,North,Child,High
31,42,243,38,135,456464,East,Teen,Low
65,19,179,5,93,170184,North,Child,Low
53,9,45,10,96,460492,East,Teen,Low
97,58,120,31,80,146544,West,Child,Low
237,55,149,39,30,278821,East,Child,High
92,14,282,19,112,198427,North,Child,Medium
268,16,89,32,12,229348,North,Teen,High
66,8,295,39,137,370595,East,Child,Medium
140,22,60,7,143,71529,East,Child,Medium
233,40,50,34,46,217086,North,Child,High
258,29,248,4,123,170542,South,Child,Medium
75,40,110,34,173,332240,South,Child,Medium
126,71,318,13,112,145653,East,Child,Low
67,13,60,20,151,489949,West,Child,Medium
80,65,263,23,124,53417,East,Child,Low
45,57,65,16,164,121981,West,Child,Low
276,22,161,17,50,120953,East,Teen,High
27,47,161,33,96,65494,North,Child,Low
132,39,38,11,168,423814,East,Child,Low
272,67,59,15,150,430983,West,Child,Medium
199,8,144,3,78,456518,West,Child,Medium
226,45,330,24,100,105669,East,Child,High
146,49,33,33,22,479643,East,Child,Medium
75,54,266,27,144,370407,South,Child,Low
233,32,52,10,119,352418,East,Teen,Medium
33,46,45,12,76,431384,East,Teen,Low
47,73,51,30,50,472019,North,Teen,Low
97,5,101,24,42,210236,West,Child,Medium
235,43,333,38,134,88441,South,Child,High
173,21,259,9,13,113327,North,Teen,Medium
33,39,136,23,112,412605,East,Teen,Low
206,50,237,0,137,296341,West,Child,Low
26,46,237,24,102,149099,East,Child,Low
22,43,292,27,23,126925,East,Teen,Low
130,53,80,35,75,363179,East,Teen,Medium
257,66,94,17,43,422007,East,Teen,Medium
258,42,294,5,46,325634,West,Teen,Medium
293,27,330,1,149,56044,North,Child,High
246,26,204,2,94,484985,East,Teen,Medium
34,8,181,7,178,339653,East,Teen,Low
211,53,295,30,111,77844,South,Child,High
138,63,333,18,152,374356,South,Teen,Low
47,77,192,5,140,464820,West,Teen,Low
221,72,267,13,100,470776,East,Teen,Medium
58,75,228,2,151,182278,East,Child,Low
292,6,45,0,36,426731,East,Child,High
250,53,338,29,130,390776,West,Teen,High
105,35,325,18,151,210622,West,Child,Low
145,44,305,18,28,102232,East,Child,Medium
44,52,268,8,28,347372,East,Teen,Low
164,55,98,6,124,305693,West,Child,Low
32,47,330,36,22,135925,East,Teen,Low
231,59,35,6,144,349837,North,Child,Medium
44,53,249,8,45,134533,North,Teen,Low
87,61,283,3,91,412163,West,Child,Low
86,19,324,24,86,293815,North,Child,Medium
252,31,136,11,148,137165,South,Teen,High
128,72,324,5,155,84337,East,Teen,Low
165,68,147,17,171,67060,South,Teen,Low
130,34,197,39,37,292608,South,Teen,Medium
247,40,280,20,28,486009,South,Child,High
130,71,111,14,65,261213,North,Child,Low
53,53,83,2,59,216353,East,Teen,Low
130,59,269,1,88,222832,East,Child,Low
283,60,41,39,172,98993,West,Teen,High
255,72,238,3,123,129459,South,Child,Medium
102,48,194,31,76,478015,North,Teen,Medium
61,35,323,1,78,493876,South,Child,Low
120,62,36,28,133,419750,South,Teen,Low
25,57,107,1,89,427744,East,Child,Low
199,27,94,33,157,317466,West,Child,High
245,32,131,26,100,280431,North,Teen,High
248,20,329,38,57,303390,East,Child,High
169,41,316,37,178,220947,South,Child,High
296,25,200,17,114,88438,East,Teen,High
217,21,106,35,64,226221,South,Teen,High
89,41,77,18,55,129369,North,Teen,Low
131,23,284,26,125,330278,East,Teen,Medium
23,34,111,19,77,319719,East,Child,Low
114,49,238,20,172,126899,East,Teen,Low
171,22,238,22,11,400451,East,Teen,Medium
156,66,113,29,79,144265,East,Teen,Medium
266,40,39,24,23,216852,North,Child,High
262,56,58,30,147,331956,West,Child,High
50,23,333,26,74,94522,North,Child,Low
59,48,145,33,60,138383,East,Child,Low
248,11,298,7,142,337076,South,Teen,High
55,48,76,18,178,302020,South,Child,Low
242,72,120,25,84,268247,East,Child,Medium
25,38,82,27,113,98966,West,Teen,Low
239,70,247,3,39,95580,East,Teen,Low
94,73,106,30,76,292788,North,Child,Low
23,59,233,15,96,237771,West,Teen,Low
153,14,73,9,7,221162,West,Child,Medium
137,46,185,37,70,420257,North,Child,Medium
113,45,31,9,56,338343,West,Child,Low
81,73,342,8,97,153528,East,Teen,Low
213,14,86,38,51,194909,East,Teen,High
222,14,319,35,7,225231,South,Child,High
45,64,87,35,147,62688,North,Child,Low
192,55,283,18,88,453003,West,Teen,Medium
152,25,209,18,38,477973,West,Child,Medium
137,12,186,11,54,306738,West,Teen,Medium
294,69,64,12,37,140640,East,Teen,Medium
231,34,104,24,77,249212,North,Teen,High
244,53,318,35,7,110539,East,Teen,High
39,13,104,24,6,298167,West,Child,Low
132,21,107,27,136,181135,East,Teen,Medium
159,73,284,38,20,389832,West,Teen,Medium
66,62,294,29,37,134732,West,Teen,Low
20,61,333,4,13,486997,East,Child,Low
109,66,96,16,61,283403,West,Child,Low
161,56,250,17,44,196031,East,Child,Low
57,65,193,20,56,279477,South,Child,Low
158,44,249,21,20,212352,East,Child,Medium
278,42,201,38,140,487474,South,Teen,High
180,47,283,5,91,307046,South,Child,Low
197,67,239,15,64,208539,East,Child,Medium
29,23,217,1,168,459272,North,Teen,Low
280,54,220,0,7,53135,North,Child,Medium
157,37,244,29,19,329708,East,Child,Medium
191,17,115,36,106,375402,East,Teen,High
32,66,135,22,27,153813,West,Child,Low
187,47,325,0,135,339606,West,Child,Low
149,53,48,18,162,106682,East,Teen,Low
103,40,76,2,177,52728,North,Child,Low
120,14,94,1,21,188703,West,Child,Low
292,10,175,36,118,454100,West,Teen,High
284,61,315,16,62,337118,North,Child,High
57,5,95,27,114,427236,East,Child,Medium
113,75,34,17,139,413321,North,Child,Low
114,62,122,32,171,425939,South,Child,Low
88,25,123,14,82,479252,West,Child,Low
255,60,135,21,147,134614,West,Teen,Medium
156,24,162,26,48,191346,West,Child,Medium
95,58,343,36,16,462067,North,Teen,Medium
54,29,108,31,12,373960,North,Child,Low
20,32,241,18,84,98526,East,Child,Low
79,9,37,27,45,103467,West,Teen,Medium
286,25,188,27,166,428753,South,Teen,High
248,22,297,9,50,269832,East,Teen,High
289,51,178,19,33,436564,North,Child,High
232,74,120,24,20,391574,South,Child,Medium
184,61,265,20,137,76965,East,Teen,Medium
24,23,318,13,9,211630,North,Child,Low
97,69,197,21,34,109807,South,Child,Low
81,7,222,25,121,303383,East,Child,Medium
151,46,216,10,9,364664,South,Child,Low
108,25,300,6,145,487161,North,Child,Low
256,44,143,16,53,238096,East,Teen,High
61,71,40,17,93,180030,North,Child,Low
108,29,84,6,54,148983,West,Teen,Low
123,59,287,19,18,172194,West,Child,Low
33,56,94,37,112,132667,South,Child,Low
198,48,201,10,50,460921,West,Child,Medium
144,60,301,15,86,238151,North,Child,Low
42,59,179,26,130,496116,South,Teen,Low
82,74,175,10,88,179335,East,Child,Low
162,77,238,15,38,491926,North,Child,Low
172,70,315,22,75,95110,East,Teen,Low
164,23,39,11,179,443176,East,Child,Medium
244,11,256,39,64,316933,East,Child,High
123,67,215,2,78,312677,East,Child,Low
123,46,91,1,85,363114,North,Teen,Low
58,46,114,37,143,78776,West,Child,Low
217,63,163,23,102,491518,North,Teen,Medium
153,24,326,28,95,330869,West,Teen,Medium
86,77,200,33,99,114367,East,Child,Low
198,21,242,19,136,384374,West,Child,High
61,31,47,17,173,120542,East,Child,Low
34,51,343,13,64,142534,South,Child,Low
130,6,89,17,117,414993,East,Teen,Medium
176,67,117,1,85,485644,West,Child,Low
250,66,56,0,88,302987,South,Child,Low
176,23,97,19,29,145623,South,Child,Medium
57,21,307,33,37,153211,East,Teen,Medium
116,73,69,10,23,270970,North,Child,Low
273,43,138,26,61,316629,West,Child,High
215,75,103,22,19,116771,South,Child,Medium
105,43,95,37,45,224746,North,Child,Medium
29,40,197,2,64,289276,East,Child,Low
24,44,291,11,113,147519,East,Child,Low
142,49,303,29,100,277024,East,Child,Medium
137,8,266,30,26,378825,East,Teen,High
178,29,244,22,175,467020,West,Teen,Medium
247,73,315,0,164,228316,South,Child,Low
235,34,178,19,145,313619,West,Child,High
203,72,347,5,170,176803,South,Child,Low
34,33,136,10,30,102073,North,Teen,Low
176,77,170,34,137,60047,North,Child,Medium
155,72,105,3,129,438248,South,Child,Low
280,55,38,28,101,408101,East,Teen,High
176,28,225,9,137,405635,North,Teen,Medium
66,18,324,28,75,137599,West,Child,Medium
192,73,309,37,22,98444,South,Child,Medium
149,22,147,0,99,237920,North,Teen,Low
114,46,319,39,138,202871,South,Teen,Medium
134,61,90,7,70,399002,East,Teen,Low
262,16,335,37,131,245928,South,Teen,High
88,21,80,16,46,261540,North,Child,Low
167,34,81,18,121,424041,South,Child,Medium
30,79,151,32,15,487455,North,Teen,Low
273,27,196,14,30,415495,North,Child,High
57,5,37,30,153,107895,North,Child,Medium
153,36,74,20,172,420644,West,Teen,Medium
219,13,274,2,60,484159,East,Teen,Medium
42,19,313,1,122,112559,East,Teen,Low
237,32,136,34,152,467219,South,Child,High
160,28,56,15,61,203573,South,Child,Medium
123,64,222,20,9,343236,North,Child,Low
229,39,91,11,18,261591,East,Teen,Medium
130,31,91,27,28,341912,South,Child,Medium
123,24,311,11,72,346748,South,Teen,Low
190,69,150,32,52,399968,East,Child,Medium
152,53,309,19,179,358904,North,Teen,Medium
146,5,68,39,64,56476,South,Child,High
125,14,306,20,7,441560,North,Child,Medium
111,51,123,38,123,295445,East,Teen,Medium
70,63,144,35,141,148138,East,Teen,Low
48,66,205,21,104,303033,South,Child,Low
233,22,150,25,87,157620,South,Child,High
286,50,42,6,28,166070,East,Teen,Medium
276,36,192,6,136,125498,North,Child,High
120,31,304,7,141,78439,North,Child,Low
129,22,205,25,5,53400,West,Teen,Medium
201,43,202,23,120,139976,East,Teen,Medium
20,53,304,23,167,293305,South,Child,Low
74,48,93,39,144,441562,East,Teen,Medium
168,76,130,11,150,74610,South,Child,Low
156,58,95,7,14,101356,North,Child,Low
221,38,74,8,150,210647,South,Teen,Medium
136,75,116,2,156,331872,West,Child,Low
173,40,96,20,133,167702,North,Child,Medium
82,22,288,30,83,341211,West,Child,Medium
263,42,234,23,103,357406,East,Child,High
44,63,207,3,148,313772,South,Child,Low
109,13,309,19,147,417212,North,Teen,Medium
94,77,46,15,137,125057,South,Teen,Low
229,76,325,9,49,154049,West,Child,Low
36,55,231,25,122,468596,North,Child,Low
147,39,201,28,56,109853,West,Teen,Medium
270,9,291,4,116,472139,North,Child,High
198,18,223,10,139,346202,East,Teen,Medium
201,34,178,28,159,368306,East,Teen,High
171,8,64,14,116,406560,South,Teen,Medium
44,43,58,5,17,246150,West,Child,Low
199,68,292,14,21,200042,West,Child,Low
217,29,250,19,48,351035,North,Child,High
180,32,82,33,145,186002,East,Child,High
196,70,308,1,77,478534,South,Teen,Low
82,26,105,15,9,362251,East,Child,Low
169,35,205,18,37,374097,West,Child,Medium
173,27,39,33,136,288147,South,Child,High
175,52,146,13,158,420577,East,Teen,Medium
68,24,309,23,72,99108,East,Child,Low
103,42,247,27,20,82574,North,Teen,Medium
196,59,204,31,154,297757,North,Child,Medium
167,72,263,36,40,155287,West,Child,Medium
137,5,281,9,106,453073,East,Child,Medium
82,11,324,8,167,466729,North,Child,Low
208,61,35,23,29,150434,East,Child,Medium
68,16,50,35,76,73593,South,Teen,Medium
276,9,102,28,85,400363,East,Child,High
243,54,65,28,65,414188,East,Teen,High
160,46,262,22,22,462100,West,Child,Medium
234,16,245,26,62,371130,South,Child,High
230,22,235,30,80,303211,South,Teen,High
51,70,73,6,125,186379,North,Child,Low
177,78,120,3,61,325048,South,Teen,Low
163,21,345,13,101,417215,West,Teen,Medium
38,72,122,9,67,406858,North,Child,Low
37,75,112,33,16,456798,East,Child,Low
276,66,311,25,15,370109,South,Child,High
97,45,50,22,145,413592,East,Child,Low
194,38,257,8,167,289519,North,Child,Medium
213,74,159,36,31,289027,South,Teen,Medium
132,49,204,7,108,189097,North,Teen,Low
133,62,137,13,71,230516,North,Child,Low
241,55,312,6,93,222686,South,Child,Medium
185,38,100,6,49,487160,South,Teen,Medium
151,48,79,8,85,242259,North,Teen,Low
283,19,124,2,71,134724,West,Teen,High
74,74,308,13,154,57604,South,Child,Low
150,54,161,16,106,286515,North,Child,Low
285,36,305,21,95,470506,East,Teen,High
181,71,42,25,46,252811,East,Teen,Medium
106,7,32,27,24,231845,South,Child,Medium
74,78,253,13,52,320015,South,Teen,Low
197,55,204,8,22,261270,East,Child,Low
27,71,119,25,132,152318,North,Teen,Low
266,52,270,1,81,126981,North,Child,Medium
274,21,64,10,10,388718,North,Teen,High
73,11,43,16,43,161376,West,Teen,Low
268,17,224,33,15,423502,South,Teen,High
258,70,335,18,116,184577,West,Teen,Medium
248,8,242,38,157,484694,West,Child,High
86,14,32,17,112,134605,West,Teen,Medium
70,21,208,12,98,457634,West,Child,Low
116,56,69,4,59,328555,North,Teen,Low
111,10,193,22,88,410713,South,Teen,Medium
283,73,336,23,62,321642,South,Child,High
115,78,264,28,41,294108,West,Teen,Low
107,13,286,7,20,368401,South,Teen,Low
97,25,145,25,74,237130,East,Child,Medium
139,28,81,14,97,136995,North,Teen,Medium
184,8,171,0,169,465419,South,Teen,Medium
201,28,115,27,148,143566,North,Teen,High
242,63,75,13,22,165498,East,Child,Medium
26,7,267,33,151,136596,North,Teen,Medium
282,72,39,30,176,266382,East,Child,High
180,44,181,5,134,359061,West,Child,Low
170,52,90,4,142,291856,South,Child,Low
104,58,47,30,50,175154,West,Child,Low
166,39,115,36,23,333074,South,Teen,High
131,60,166,14,42,129029,West,Teen,Low
55,44,259,14,41,325782,East,Child,Low
207,72,157,4,116,317868,South,Teen,Low
101,50,133,27,49,115738,West,Teen,Low
21,17,215,32,121,148705,North,Teen,Low
216,31,207,10,166,183099,North,Teen,Medium
30,10,35,5,134,195879,West,Teen,Low
253,21,336,22,48,143962,East,Teen,High
214,40,65,39,101,113109,West,Child,High
138,6,310,1,87,91849,North,Teen,Medium
39,56,329,14,128,312322,South,Child,Low
280,70,43,22,128,55817,South,Teen,High
275,56,266,21,31,122721,West,Child,High
241,47,314,8,52,306462,South,Teen,Medium
245,26,79,39,98,175762,North,Child,High
72,59,290,29,11,53984,South,Child,Low
299,71,139,15,159,376240,West,Teen,Medium
100,64,226,29,89,399085,West,Teen,Low
221,62,281,8,116,399576,West,Child,Medium
177,16,117,0,93,282359,North,Teen,Medium
139,73,342,37,132,457851,East,Teen,Medium
78,43,55,7,22,255150,South,Teen,Low
234,17,291,17,37,159914,West,Teen,High
147,45,173,26,165,474558,East,Child,Medium
243,61,89,17,100,366824,West,Teen,Medium
228,57,297,31,126,160326,West,Teen,High
134,16,104,31,29,441238,North,Teen,High
228,17,32,35,146,57988,North,Teen,High
33,78,92,35,170,82070,East,Child,Low
28,61,265,20,170,147491,West,Teen,Low
59,44,258,31,8,390276,South,Teen,Low
256,49,304,30,112,73659,South,Teen,High
220,39,47,36,86,125952,South,Child,High
265,7,109,15,14,308474,East,Teen,High
297,9,244,13,39,462387,North,Child,High
254,15,200,23,103,365922,East,Teen,High
23,75,284,24,108,148113,North,Teen,Low
173,60,155,34,27,498929,South,Child,Medium
48,14,284,16,69,291911,South,Child,Low
128,38,101,3,86,72736,North,Teen,Low
117,71,67,10,157,251416,South,Teen,Low
234,76,233,14,21,369925,East,Teen,Medium
94,35,201,29,152,416336,North,Teen,Medium
165,79,252,23,132,252345,South,Teen,Low
147,75,246,1,157,246571,West,Child,Low
61,70,274,33,174,347270,South,Teen,Low
60,74,220,22,177,176734,West,Child,Low
53,45,327,30,35,304334,South,Child,Low
36,67,349,36,69,341796,West,Teen,Low
184,36,211,12,84,55390,South,Teen,Medium
172,24,234,32,96,398280,West,Child,High
95,61,228,6,153,115942,North,Child,Low
106,54,194,31,34,103492,North,Teen,Medium
136,29,271,6,127,410444,West,Child,Low
46,16,159,37,135,492433,South,Child,Medium
153,75,256,12,74,241405,East,Child,Low
238,43,151,23,175,410675,East,Teen,High
187,21,73,27,33,423617,East,Teen,High
117,49,225,31,7,134104,East,Child,Medium
287,15,233,17,165,125969,West,Child,High
256,74,347,33,79,275985,North,Teen,High
192,27,286,33,49,439777,North,Teen,High
209,74,46,37,73,434583,East,Child,Medium
141,42,301,0,164,98481,North,Teen,Low
65,6,38,30,115,255729,West,Teen,Medium
83,76,278,0,88,78612,East,Teen,Low
149,41,230,15,56,137743,West,Teen,Medium
212,53,88,38,120,454011,West,Teen,High
200,56,169,14,107,329708,South,Child,Medium
48,37,148,32,172,309005,West,Child,Low
168,26,70,22,145,98603,South,Teen,Medium
286,9,296,33,84,485215,East,Teen,High
30,22,37,16,33,412547,West,Teen,Low
183,42,212,24,158,181585,North,Teen,Medium
132,41,163,5,106,246087,East,Child,Low
206,68,210,30,63,308791,West,Child,Medium
251,14,101,4,163,323468,West,Teen,High
246,46,142,39,16,65491,North,Teen,High
117,52,136,39,168,391373,South,Teen,Medium
74,48,319,29,14,262531,West,Teen,Low
130,20,342,4,138,84600,West,Teen,Low
171,58,146,11,139,114179,North,Child,Low
265,39,149,6,35,308590,East,Child,Medium
88,32,176,12,95,454088,West,Teen,Low
269,6,239,3,7,224130,South,Teen,High
55,17,325,2,108,180047,South,Child,Low
258,45,132,11,179,61358,North,Child,Medium
167,63,153,0,130,121343,South,Child,Low
246,73,274,26,5,295258,West,Teen,Medium
263,57,238,12,177,76503,South,Child,Medium
220,49,343,16,139,102268,West,Teen,Medium
173,24,138,7,19,360049,North,Teen,Medium
92,28,79,31,93,374812,South,Child,Medium
220,65,134,19,162,203306,West,Teen,Medium
36,62,56,16,126,257687,East,Child,Low
148,31,317,33,120,499966,West,Teen,Medium
236,30,286,34,40,474191,West,Child,High
80,11,302,34,71,138104,North,Child,Medium
123,46,166,37,137,340250,West,Child,Medium
61,51,330,23,29,255589,North,Child,Low
44,57,61,17,15,248850,West,Teen,Low
58,63,74,38,70,108438,West,Child,Low
150,42,294,32,160,360541,West,Child,Medium
248,73,59,22,64,231582,North,Child,Medium
127,57,113,24,142,479640,West,Child,Low
191,19,195,36,54,492675,North,Teen,High
121,30,345,26,171,363419,East,Child,Medium
31,52,30,0,169,104034,North,Teen,Low
294,23,278,20,67,249450,East,Teen,High
120,13,290,9,96,197089,North,Teen,Medium
63,68,92,30,42,129372,North,Child,Low
36,58,193,24,124,129722,West,Teen,Low
76,55,230,19,37,84432,South,Child,Low
31,43,251,1,79,465973,South,Child,Low
99,8,181,14,49,359332,West,Child,Medium
235,7,161,27,176,440305,East,Teen,High
283,68,143,12,133,81116,West,Child,Medium
168,33,246,13,57,479932,South,Teen,Medium
100,15,225,1,179,370882,North,Teen,Low
234,62,310,33,165,332600,West,Teen,High
217,79,231,34,71,184706,East,Teen,Medium
219,31,164,36,147,99366,West,Child,High
44,25,263,24,109,439078,South,Child,Low
108,43,170,14,18,70856,North,Child,Low
287,50,225,11,155,249067,South,Child,High
162,70,72,8,128,283082,South,Child,Low
78,40,86,30,124,110615,South,Teen,Low
45,79,171,13,140,395270,South,Teen,Low
66,69,239,28,40,124137,North,Teen,Low
285,67,101,37,132,381149,South,Child,High
35,39,253,7,138,468007,East,Teen,Low
218,35,56,2,101,349759,East,Child,Medium
105,32,157,1,160,50348,South,Teen,Low
269,5,135,15,170,86419,East,Teen,High
289,29,194,18,162,446094,South,Teen,High
136,47,244,29,85,324001,North,Child,Medium
26,71,100,15,77,153053,North,Child,Low
156,67,233,30,75,225101,East,Child,Medium
195,55,182,27,50,421752,East,Child,Medium
234,6,96,3,160,244286,South,Teen,High
101,68,119,9,149,246610,West,Child,Low
242,78,289,17,176,296877,South,Child,Medium
122,73,257,31,64,337802,South,Teen,Low
292,13,108,29,64,335411,North,Teen,High
33,6,125,35,9,423142,West,Teen,Medium
178,38,275,8,139,392033,West,Child,Medium
171,64,301,35,149,248125,South,Teen,Medium
127,65,186,28,63,235070,North,Teen,Low
207,35,145,15,13,289463,East,Child,Medium
117,14,47,27,154,175513,North,Teen,Medium
150,40,201,20,49,494747,East,Child,Medium
190,53,45,1,84,173892,North,Child,Low
